idx,saq1_1,saq1_2,saq2_1,saq2_2,saq3_1,saq3_2,saq4_1,saq4_2,saq5_1,saq5_2,saq6_1,saq6_2,saq7_1,saq7_2,saq8_1,saq8_2,saq9_1,saq9_2,saq10_1,saq10_2,saq11_1,saq11_2,saq12_1,saq12_2,saq13_1,saq13_2,saq14_1,saq14_2,saq15_1,saq15_2,saq16_1,saq16_2,saq17_1,saq17_2,saq18_1,saq18_2,saq19_1,saq19_2,saq20_1,saq20_2,saq21_1,saq21_2,saq22_1,saq22_2,saq23_1,saq23_2,saq24_1,saq24_2,saq25_1,saq25_2,saq26_1,saq26_2,saq27_1,saq27_2,saq28_1,saq28_2,saq29_1,saq29_2,saq30_1,saq30_2,saq31_1,saq31_2,saq32_1,saq32_2,saq33_1,saq33_2,saq34_1,saq34_2,saq35_1,saq35_2,saq36_1,saq36_2,saq37_1,saq37_2,saq38_1,saq38_2,saq39_1,saq39_2,saq40_1,saq40_2,saq41_1,saq41_2,saq42_1,saq42_2,saq43_1,saq43_2,saq44_1,saq44_2,vq1,vq2,vq3,vq4,vq5,vq6,vq7,vq8,vq9,vq10,vq11,vq12,vq13,bq1,bq2,bq3,bq4,bq4_1a,bq4_1b,bq4_1c,bq5,bq5_1,bq5_2,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13_1,bq13_2,bq13_3,bq14_1,bq14_2,bq14_3,bq14_4,bq14_5,bq14_6,bq14_7,bq15,bq16_1,bq16_2,bq16_3,bq16_4,bq16_5,bq16_6,bq16_7,bq16_8,bq16_9,bq16_10,bq17,bq18_1,bq18_2,bq18_3,bq18_4,bq18_5,bq18_6,bq18_7,bq18_8,bq18_9,bq18_10,bq19,bq20,bq20_1,bq21_1,bq21_2,bq21_3,bq21_4,bq22_1,bq22_2,bq22_3,bq22_4,bq22_5,bq22_6,bq23_1,bq23_2,bq23_3,bq24,bq25,bq26,bq26_1,bq27_1,bq27_2,bq28,bq29,bq30_1,bq30_2,bq30_3,knowcode
32835,3,4,3,4,3,4,3,4,3,4,4,5,3,4,4,5,2,2,1, ,1, ,1, ,3,4,4,6,4,5,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,2,3,1, ,1, ,1, ,1, ,1, ,4,5,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,3,4,1, ,4,3,4,3,4,3,4,3,4,3,4,3,3,14,1,2,2, , , ,2, , ,7,4,3,4,3,4,4,4,4,3,4,4,3,3,4,3,3,3,4,3,4,3,3,4,3,3,4,3,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2, ,2,3,채용인원 한정적,3,3,3,2,4,5,4,5,6,6,8,7,7,2,28,3,산업디자인,1,1,1,40,3300,2800, ,26102
32836,5,6,5,6,4,5,4,5,2,4,5,5,3,6,3,4,4,5,2,4,3,6,5,6,3,5,3,5,5,5,4,6,4,4,3,5,5,7,3,4,4,6,4,6,5,7,3,4,3,4,4,6,4,5,2,3,2,3,3,3,3,4,2,3,2,3,1, ,1, ,1, ,3,3,1, ,2,3,3,4,1, ,2,3,4,5,5,6,5,5,4,3,4,3,5,3,4,4,5,5,3,16,5,3,1,교원자격증, , ,1,1,1급정교사 연수,2,5,3,3,3,3,4,3,2,3,3,4,3,3,3,3,4,3,4,3,3,4,3,3,4,3,4,3,3,3,4,3,4,3,4,2,2,2,2,2,2,2,2,2, ,2,2,저출산으로 인한 학생 수 감소,1,1,3,1,5,6,5,5,5,5,5,6,5,1,29,4,일본어교육,1,1,1,40,6000,2200, ,212101
32837,2,2,2,2,1, ,3,4,1, ,2,3,4,5,4,5,4,5,4,6,4,5,3,4,3,4,4,5,4,4,3,4,2,3,2,3,1, ,4,5,3,4,2,3,3,4,3,4,4,4,2,3,2,3,2,3,4,5,3,4,1, ,2,3,2,3,2,3,3,4,3,3,3,4,4,6,3,4,4,5,3,4,3,4,5,6,3,4,4,3,2,3,3,3,3,2,3,4,3,2,2,18,1,2,2, , , ,2, , ,7,4,2,2,2,2,4,4,2,4,4,3,3,2,3,3,3,3,3,2,3,4,3,3,2,3,4,3,3,4,3,2,3,3,3,2,2,2,2,2,2,2,2,2, ,2,3,5년내에 큰 변화가 없음,2,2,2,1,7,7,7,3,3,4,7,3,2,2,35,3,메이크업,1,1,1,40,3800,2200, ,511401
32838,2,3,2,2,2,2,3,4,1, ,2,3,2,3,2,3,2,2,4,5,2,2,1, ,2,3,4,6,4,5,3,4,3,4,2,2,2,3,4,4,2,3,3,4,4,6,1, ,3,3,3,4,3,3,2,3,3,4,3,4,3,4,3,3,3,4,3,4,3,3,2,3,3,3,2,2,3,3,4,5,3,4,3,4,4,5,4,5,2,3,4,4,3,3,3,3,3,4,3,3,3,15,2,5,2, , , ,2, , ,7,3,4,3,3,4,4,4,2,3,4,3,3,4,3,3,2,3,4,3,3,3,3,3,2,3,4,4,3,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2, ,2,3,"당분간 코로나로 인해 여행감소, 반대로 국내여행 증가로 변화 크지 않음",2,2,2,1,8,7,7,3,3,3,3,4,5,2,34,4,행정,1,1,1,43,3800,3200, ,522202
32839,2,2,3,4,2,4,2,3,3,4,3,5,4,5,4,5,3,4,3,5,3,4,3,4,3,4,3,4,3,4,3,4,2,3,2,2,2,3,3,4,3,5,3,5,3,5,4,5,3,3,1, ,3,4,4,5,4,6,3,4,1, ,4,5,4,5,4,6,4,6,2,2,4,3,3,4,3,3,3,4,5,6,3,4,3,4,3,3,4,3,3,2,2,2,3,3,3,2,3,2,3,6,1,1,1,타일기능사, , ,2, , ,5,2,4,4,4,5,5,5,4,4,3,4,5,3,3,3,4,4,3,3,3,4,3,4,3,3,3,3,3,2,4,3,2,4,4,2,2,1,1,2,2,2,2,2,타일의 다양한 디자인 발전 및 아이디어 증가로 상품성 증대,1,3,지금과 비슷한 수준일 것 같다,2,2,2,1,5,5,5,5,5,5,5,6,6,1,43,2,문과,1,1,1,30,3300,3000, ,702401
32840,3,3,4,4,2,3,2,3,3,2,3,3,2,2,4,4,3,4,2,2,3,3,4,4,3,3,3,3,3,3,2,3,1, ,2,3,4,4,4,3,4,4,4,4,2,3,2,4,4,4,2,2,3,3,4,3,4,4,4,5,2,4,2,4,3,3,4,4,4,4,4,4,2,3,4,4,3,3,2,4,2,3,2,2,3,3,3,3,4,3,2,4,3,2,3,4,3,3,4,3,3,3,1,2,1,전기기능사,산업기사, ,2, , ,4,5,4,3,2,4,3,3,4,3,3,3,3,3,4,3,3,2,3,4,3,4,5,4,4,3,3,3,4,4,3,4,3,4,3,2,2,2,1,2,1,2,2,2,구조 조정,2,3,기술인원 한정,3,3,3,2,7,8,5,3,5,5,7,5,6,1,35,4,기계,1,1,1,40,4400,4000, ,153103
32841,4,5,4,6,4,5,3,4,1, ,2,3,1, ,4,5,3,4,1, ,1, ,1, ,4,5,1, ,1, ,2,2,1, ,1, ,2,2,2,2,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,2,2,1, ,4,5,1, ,2,2,2,2,1, ,1, ,1, ,1, ,1, ,2,2,1, ,1, ,4,5,4,5,4,4,4,4,3,4,4,4,3,4,2,3,3,15,2,5,1,한글속기2급,협회시험2급, ,2, , ,2,3,3,3,3,4,3,3,2,2,3,3,3,3,3,2,3,3,4,3,3,4,3,3,4,4,3,3,4,4,3,3,3,4,3,2,2,2,2,2,2,2,1,2,업무가 많아 힘듦,1,3,지원자가 많지 않아서,3,3,3,1,3,3,3,1,2,2,2,2,1,1,30,4,경영학,1,1,1,40,3200,3200, ,29902
32842,4,6,4,5,4,6,3,5,5,4,4,6,3,5,4,4,4,5,3,4,4,5,4,4,4,5,3,4,2,4,4,3,4,5,4,4,2,2,2,2,3,4,5,6,3,4,5,4,2,3,1, ,3,3,1, ,2,2,2,3,5,6,1, ,3,4,3,3,3,3,2,2,2,2,1, ,2,2,1, ,1, ,2,2,3,3,3,3,3,3,4,2,3,3,2,2,3,3,3,3,4,3,1,2,2, , , ,1,1,회계 프로그램 교육,7,2,3,3,3,3,3,3,2,3,3,3,3,4,3,3,3,3,2,4,5,4,3,2,4,2,2,2,3,2,5,2,3,5,3,2,2,2,2,2,2,2,2,2, ,3,1,경리업무 전산화,3,3,2,1,7,7,7,8,7,7,6,7,8,2,32,4,중어중문학,1,1,1,40,3000,2300, ,27201
32843,3,3,4,5,2,2,3,3,3,4,2,2,2,2,3,3,3,4,2,2,2,1,3,3,3,4,4,5,2,3,3,3,2,2,3,4,3,4,3,3,4,5,4,5,3,4,2,2,3,4,2,2,4,5,4,5,3,4,4,5,2,1,3,4,3,3,4,5,4,5,4,5,3,4,2,2,3,4,2,3,3,4,2,2,2,2,3,4,5,4,2,5,4,2,1,4,2,3,4,1,3,4,1,2,1,보일러 산업기사,보일러 취급 기능사, ,2, , ,5,4,4,5,4,5,4,3,4,3,3,4,3,1,5,5,4,5,5,5,2,5,2,5,5,4,4,3,4,3,5,5,3,4,2,2,2,1,2,2,2,2,2,2,하나하나 손봐도 되지 않는 기술개발,3,2,주택 보급률 포화,1,3,3,1,4,5,7,5,3,6,3,2,5,1,58,2,전기,2,5,1,52, , ,4400,811501
32844,5,7,4,5,4,6,4,5,4,5,4,5,4,5,3,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,4,4,4,5,4,6,4,5,4,5,4,6,4,5,4,5,4,5,3,4,2,2,2,2,2,2,5,6,2,2,5,6,2,3,1, ,2,2,4,5,2,3,3,4,3,4,3,4,3,4,3,4,4,5,3,3,3,3,3,2,3,3,3,3,4,2,3,7,1,2,2, , , ,2, , ,3,4,2,2,2,3,3,3,3,3,4,4,3,3,2,2,3,3,3,2,4,2,5,2,4,2,3,2,2,3,4,4,2,3,4,2,2,2,2,2,2,2,2,2, ,2,2,경기 침체,2,2,2,1,6,4,4,5,6,5,5,4,5,2,34,3,경영,1,1,1,40,3000,2000, ,28101
32845,2,2,4,3,2,1,3,3,1, ,1, ,1, ,3,2,2,1,3,2,1, ,2,2,3,2,4,4,3,2,2,2,3,2,1, ,3,2,4,3,2,3,3,3,2,1,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,4,3,3,2,3,1,2,4,3,3,2,2,2,2,3,5,2,3,4,2,3,3,2,2,3,3,2,17,3,2,2, , , ,1,1,직무교육,2,2,4,3,3,2,2,3,2,2,3,9,3,3,2,3,4,4,2,2,4,3,4,2,3,4,4,2,2,3,3,2,3,3,4,2,2,2,2,2,2,2,2,2, ,3,1,출산율 감소,2,2,2,1,7,7,6,5,4,4,3,6,7,2,52,2,문과,1,3,2,50,1800,1400, ,550201
32846,3,4,3,5,3,4,4,5,1, ,4,4,1, ,3,4,3,5,1, ,1, ,1, ,1, ,5,4,4,5,3,4,4,5,4,4,1, ,1, ,4,4,4,4,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,3,4,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,2,2,1, ,2,3,4,3,4,4,4,4,4,2,4,2,4,3,1,4,2, , , ,2, , ,2,4,3,3,3,3,3,4,3,2,3,4,3,2,3,2,2,2,2,2,4,4,4,2,5,4,5,5,4,5,3,4,4,4,3,2,2,2,2,2,2,2,2,2, ,1,3,감사 업무가 필요한 곳이 정해져 있어서,3,3,3,1,7,4,7,6,2,3,5,7,3,2,31,3,경제학,1,1,1,40,2600,2200, ,26401
32847,4,5,4,5,4,5,4,5,4,5,4,6,3,4,3,3,3,5,2,3,4,5,2,3,3,4,4,4,4,4,4,4,5,6,4,5,2,4,5,5,3,3,5,7,4,4,1, ,1, ,1, ,1, ,1, ,1, ,1, ,3,4,1, ,1, ,1, ,1, ,1, ,3,4,1, ,1, ,1, ,1, ,1, ,2,2,2,1,4,4,1,4,4,3,3,4,3,4,4,3,4,14,1,2,2, , , ,2, , ,6,5,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,5,2,1,3,3,5,4,4,4,4,4,5,4,4,4,3,2,2,2,2,2,2,2,2,2, ,3,1,AI와 BIG DATA 도입으로 판단하고 결정하는데 컴퓨터를 더 신뢰하게 될 것이다,3,3,3,1,5,5,4,4,4,5,7,6,6,1,37,4,경영학,1,1,1,40,5000,2500, ,22103
32848,3,3,3,4,1, ,1, ,2,3,2,2,5,7,4,5,3,4,1, ,1, ,3,3,3,3,1, ,1, ,1, ,1, ,1, ,3,3,1, ,1, ,1, ,1, ,2,2,2,2,1, ,1, ,1, ,1, ,1, ,2,2,1, ,1, ,1, ,1, ,1, ,3,3,1, ,1, ,1, ,1, ,1, ,2,2,1, ,4,2,4,2,2,4,3,4,3,4,3,3,3,13,1,2,1,시각디자인산업기사, , ,2, , ,2,5,3,3,3,3,3,3,3,3,3,3,3,2,4,3,4,4,3,3,2,3,3,4,2,4,4,3,3,4,4,4,3,4,3,2,2,2,2,2,2,2,2,2, ,1,3,향후 변동 없을 것으로 예상,2,2,2,1,7,6,6,5,4,5,9,7,2,2,41,4,시각디자인,1,1,1,40,3635,2000, ,415404
32849,3,4,3,4,2,3,2,3,4,5,2,3,2,3,2,3,2,3,2,3,2,3,3,4,2,3,3,4,2,3,2,3,2,3,2,3,2,3,3,4,2,3,2,3,2,3,5,7,3,4,2,3,2,3,1, ,1, ,1, ,4,5,4,5,1, ,1, ,1, ,1, ,2,3,2,3,2,3,2,3,2,3,2,3,3,4,4,5,3,3,3,3,3,4,4,3,3,4,3,3,3,3,1,4,1,전산회계운용사, , ,2, , ,3,2,3,4,4,3,3,3,4,4,4,4,4,3,3,3,2,2,3,3,4,4,4,3,4,4,5,5,4,4,5,4,4,5,4,2,2,2,2,2,2,2,2,2, ,2,3,변동이 많은 직종이 아니어서,2,2,2,1,1,2,2,6,3,2,2,2,6,1,39,4,세무회계학,1,1,1,40,3500,2500, ,26301
32850,5,7,4,7,5,5,5,6,5,6,5,6,5,7,5,7,5,7,5,6,4,6,5,5,5,7,5,6,5,7,5,7,4,6,5,6,5,6,5,7,5,6,5,7,5,6,5,6,5,6,5,6,5,7,5,6,5,7,5,6,5,6,5,6,5,6,5,7,5,6,5,6,5,7,5,7,4,6,5,6,5,3,5,3,5,6,4,6,5,5,5,4,4,4,4,3,3,3,4,4,3,16,5,6,1,박사학위, , ,2, , ,6,7,3,3,3,5,5,4,3,3,3,4,4,3,3,3,3,3,3,4,3,2,3,4,3,3,3,4,3,4,3,3,3,3,5,2,2,2,2,2,2,2,2,2, ,3,3,현상태유지,3,3,3,2,3,2,3,3,4,6,3,3,3,1,63,6,건축,1,1,1,40,8000,4600, ,211101
32851,3,4,4,4,3,4,4,4,4,5,3,4,3,4,4,4,3,4,4,5,4,4,3,4,4,4,3,4,4,4,3,4,3,4,3,4,3,4,3,4,4,4,4,4,3,4,4,5,3,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,3,4,4,3,3,4,3,4,3,4,3,4,4,4,3,4,3,5,3,4,3,4,3,3,4,3,4,4,3,3,3,4,4,3,3,4,3,10,1,2,1,IT테스터, , ,2, , ,3,5,2,2,2,3,3,3,4,4,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,2,2,2,2,2,2,2,2,2, ,1,2,기술의 발달,3,3,3,1,6,6,7,6,6,6,6,6,6,1,46,4,전기공학,1,1,1,45,4000,3000, ,133901
32852,5,6,5,7,4,6,5,6,5,5,5,6,4,6,5,7,4,6,5,6,5,6,4,6,4,6,5,7,5,5,5,6,5,7,4,6,4,6,5,5,4,6,5,7,4,6,5,7,4,6,4,4,4,6,5,7,4,6,4,5,3,5,3,5,5,7,5,7,5,7,5,7,5,7,5,6,5,6,5,6,4,6,4,5,4,6,3,4,4,4,4,4,4,4,5,5,4,5,4,4,4,17,2,5,2, , , ,2, , ,5,5,3,3,3,4,4,4,4,4,4,4,4,4,2,2,3,3,3,3,4,2,3,5,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2, ,2,3,개원의 선호로 인해 연구원의 감소,1,1,1,1,1,3,3,5,7,5,3,5,4,2,43,4,공중보건학,1,1,1,40,4700,3000, ,122101
32853,4,5,5,6,5,5,4,6,4,5,5,5,4,4,3,4,4,5,3,5,4,4,4,6,4,4,4,6,4,5,3,4,2,3,3,4,4,5,4,5,4,4,4,4,3,5,3,3,3,3,3,3,4,4,3,3,1, ,1, ,1, ,3,3,3,4,1, ,1, ,2,2,3,4,3,3,2,4,3,4,2,5,2,4,4,3,3,3,3,4,4,3,4,4,4,4,3,4,4,3,4,15,2,5,1,축산산업기사, , ,2, , ,7,5,4,3,3,4,5,4,4,3,4,4,4,1,4,4,4,3,3,2,2,4,3,4,4,3,4,3,3,4,5,4,3,4,4,2,2,2,2,2,2,2,2,2, ,1,3,현상태유지,3,3,3,2,6,5,5,4,3,5,7,6,6,2,30,5,축산학,1,1,1,50,3600,2800, ,122106
32854,2,4,3,5,2,5,2,4,4,6,3,5,2,4,3,5,4,6,3,4,2,4,4,6,2,4,3,5,2,4,2,4,3,4,2,5,2,4,3,5,4,6,2,5,4,5,2,5,3,5,2,4,1, ,1, ,1, ,1, ,3,5,2,1,1, ,1, ,1, ,1, ,3,3,2,4,3,5,4,5,2,4,3,5,3,5,2,4,3,3,4,4,3,2,3,3,4,3,2,2,3,9,1,2,1,세무회계1급, , ,2, , ,2,5,2,3,2,4,2,3,4,3,4,5,4,3,4,2,2,3,4,3,4,3,4,4,3,2,3,4,3,4,3,2,4,4,3,2,2,2,2,2,2,2,2,2, ,3,2,외식업계 어려움,2,2,3,2,2,8,7,6,7,4,2,3,7,1,52,4,경영학,1,1,1,40,3300,3000, ,27101
32855,3,4,3,3,1, ,1, ,3,4,3,4,3,4,4,5,3,3,2,3,2,3,3,4,4,5,2,3,2,3,4,4,1, ,1, ,3,3,2,2,4,4,3,4,3,2,3,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,4,4,3,4,4,3,3,3,2,3,2,4,3,4,3,5,2,2,1, ,2,2,3,4,3,3,2,2,3,4,2,4,2,3,2,3,1,3,2, , , ,1,1,기계조작 교육,2,2,3,2,2,4,4,2,3,4,4,3,4,2,4,4,3,2,3,4,3,5,4,3,4,3,4,3,2,3,4,2,3,5,5,2,2,2,2,2,2,2,2,2, ,1,2,폐업하는 곳이 많아서,3,3,3,2,7,8,7,6,5,4,4,5,5,1,42,4,기계공학,1,1,1,40,4500,2300, ,822301
32856,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,2,2,1, ,1, ,1, ,1, ,1, ,3,4,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,2,2,3,4,1, ,1, ,1, ,4,5,4,5,4,5,1, ,1, ,4,5,3,4,3,4,3,4,4,3,1, ,4,3,4,3,3,2,2,2,2,3,2,2,4,6,1,2,1,굴삭기운전자격증, , ,2, , ,5,3,2,2,2,3,2,2,3,9,9,3,3,2,3,3,4,3,4,4,4,3,4,3,5,4,4,4,2,4,5,3,3,4,5,2,2,2,2,2,2,2,2,2, ,1,3,건축은 계속 한다,3,2,2,2,8,7,7,5,5,5,9,5,1,1,37,3,영상,1,1,1,50,4800,4200, ,704001
32857,5,5,4,5,4,4,4,6,4,4,4,4,4,4,3,4,4,4,4,5,5,6,4,5,4,4,3,5,3,4,4,5,4,5,3,5,4,5,4,5,5,5,5,6,5,5,4,4,4,5,5,5,4,4,4,4,4,5,4,5,4,4,4,4,4,5,4,6,4,5,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,3,4,3,4,3,13,2,2,2, , , ,2, , ,2,5,4,4,4,4,4,4,3,2,3,3,3,2,4,4,4,5,4,4,5,4,4,4,4,4,3,4,4,5,5,4,5,4,4,2,2,2,2,2,2,2,2,2, ,2,2,인공지능 로봇기술 등을 활용한 자동화에 따른 직무대체 확률이 높아질거라 생각된다,2,2,2,2,7,4,7,5,7,3,6,4,7,1,32,6,수산학,1,1,1,45,2700,2500, ,122104
32858,2,1,2,2,1, ,2,1,2,3,1, ,1, ,1, ,1, ,1, ,1, ,1, ,2,2,2,2,1, ,1, ,1, ,1, ,1, ,3,2,1, ,1, ,2,2,1, ,1, ,1, ,1, ,1, ,1, ,1, ,3,1,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,2,2,1, ,3,3,3,3,3,3,3,3,3,3,3,3,3,18,4,1,2, , , ,2, , ,7,1,3,3,3,3,3,3,3,9,9,9,3,3,3,3,2,2,2,4,3,5,3,3,4,2,3,2,5,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2, ,3,3,사행성을 즐기려는 사람들이 많아서,3,2,2,2,5,7,5,2,7,5,7,4,3,2,55,1, ,2,6,1,50, , ,3500,616201
32859,4,6,3,5,3,5,4,6,2,2,2,2,2,2,4,6,4,6,4,6,2,2,2,3,4,6,4,6,4,6,2,2,2,2,3,4,4,6,3,3,2,3,2,3,2,2,4,5,4,6,4,6,2,3,2,2,2,2,2,2,4,5,2,2,3,4,4,6,4,6,3,4,3,4,2,2,3,4,3,4,3,4,1, ,4,5,1, ,4,4,4,5,5,4,5,2,3,5,4,4,5,5,1,2,1,폐기물처리기사,폐기물처리기술사, ,1,4,신규법규숙지,6,5,4,5,4,4,4,4,4,4,4,5,5,3,4,4,4,4,2,3,4,5,4,3,4,5,4,4,4,4,5,4,4,5,3,2,2,2,2,2,2,2,2,2, ,2,4,"환경규제가 많아지므로,환경 오염에 대한 심각성이 커지면서",3,3,3,2,6,5,6,4,5,5,5,6,6,1,46,4,자원학,1,1,1,40,4700,2700, ,155303
32860,5,6,5,6,4,6,4,5,5,6,4,5,4,6,4,5,4,4,4,5,3,5,4,5,4,5,3,4,4,5,4,5,4,4,4,5,4,6,4,5,4,4,4,5,3,5,4,5,3,4,4,5,2,2,2,2,2,2,2,3,3,4,4,5,4,4,3,4,2,2,2,4,3,5,1, ,1, ,3,5,3,3,2,4,4,5,1, ,4,4,3,3,4,4,4,4,4,3,3,4,4,11,3,2,1,금융투자분석사, , ,2, , ,2,5,4,3,4,4,3,3,4,3,3,4,4,4,4,3,3,4,4,3,3,4,3,3,4,4,3,3,3,4,4,3,4,4,2,2,2,2,2,2,2,2,2,2, ,4,3,전문적이다,3,3,3,2,7,6,5,6,7,7,5,6,7,1,48,4,경영,1,1,1,40,6000,3800, ,31201
32861,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,4,3,4,3,5,3,5,3,4,3,4,3,4,3,5,3,5,3,4,3,4,3,4,3,6,3,5,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,2,3,4,3,2,3,4,3,3,3,1,3,4,3,3,3,3,3,4,3,5,3,4,3,4,3,4,4,4,3,3,3,3,4,2,4,3,3,3,4,3,1,4,2, , , ,2, , ,5,5,3,3,3,4,3,3,3,3,3,4,4,2,4,4,4,4,3,4,2,3,3,4,4,3,4,3,3,4,4,4,3,4,3,2,2,2,2,2,2,2,2,2, ,2,3,안정적인 일자리,3,3,3,2,7,7,7,7,7,7,7,7,7,1,35,3,경영학,1,1,1,40,2850,2700, ,12201
32862,2,3,2,4,2,3,3,4,4,6,4,6,3,4,3,5,2,3,4,6,3,4,3,5,3,4,4,5,2,3,3,4,2,3,4,5,3,4,1, ,4,5,4,5,3,4,2,3,4,5,3,4,5,6,5,6,4,5,4,5,4,5,4,5,4,5,4,5,4,6,4,5,4,5,3,4,2,3,3,4,2,2,3,3,2,2,2,2,3,3,2,3,3,2,3,3,3,4,3,3,4,5,1,5,1,기계설비기사,일반전기기사,환경기사,1,3,수습,6,5,3,4,4,4,5,3,3,3,4,4,4,3,4,3,2,2,3,3,4,3,5,4,3,3,3,3,4,4,5,4,4,5,4,2,2,2,2,2,2,2,2,2, ,2,3,변동이 많은 직종이 아니어서,1,1,1,1,2,2,3,4,7,7,4,4,6,1,42,4,기계공학,1,1,1,40,4600,2500, ,151102
32863,4,5,4,5,4,5,1, ,1, ,1, ,1, ,2,3,3,4,3,4,4,5,4,5,3,4,1, ,3,4,1, ,1, ,1, ,3,4,1, ,1, ,1, ,1, ,3,4,3,4,3,4,3,4,3,4,1, ,3,4,3,4,1, ,2,2,3,4,1, ,3,4,1, ,1, ,4,5,1, ,1, ,2,2,3,3,2,2,3,2,2,3,4,3,3,4,2,3,3,3,3,10,1,2,1,게임그래픽전문가, , ,1,4,"캐릭터 개발, 포토",6,4,4,3,2,2,4,2,2,2,5,4,3,4,2,2,2,2,2,2,2,3,4,4,5,2,3,2,2,2,4,2,2,4,3,2,2,2,2,2,2,2,2,2, ,3,4,스마트폰의 일상화로 게임은 계속 늘어날 것,3,3,3,2,7,7,7,5,5,5,5,5,5,1,29,3,정보통신,1,1,1,48,2400,1800, ,415502
32864,3,3,1, ,2,2,2,1,3,2,2,3,1, ,2,3,4,4,2,3,1, ,1, ,4,4,3,5,3,2,2,5,1, ,1, ,2,2,2,2,3,4,2,4,3,4,1, ,3,5,4,2,5,6,4,7,5,4,4,5,2,1,3,2,4,4,4,4,5,6,4,4,4,3,5,2,3,5,3,5,4,3,4,4,3,2,2,2,4,3,4,2,3,2,3,2,3,4,2,3,4,3,1,2,2, , , ,2, , ,2,2,4,4,3,3,3,5,2,3,4,5,3,2,2,3,2,4,4,4,2,3,4,4,5,4,2,2,3,4,5,4,2,5,4,2,2,2,2,2,2,2,2,2, ,2,2,해외진출기업이 다소 많아져 일자리 감소,3,3,3,2,4,7,7,3,4,8,6,6,8,1,34,3,기계,1,1,1,40,2900,2900, ,852301
32865,3,1,2,5,1, ,1, ,2,2,1, ,1, ,2,2,3,2,2,4,2,2,1, ,2,3,1, ,1, ,4,2,1, ,1, ,2,3,1, ,5,4,3,2,4,3,1, ,2,3,5,3,4,2,2,3,4,3,5,4,3,3,4,2,4,3,4,3,3,4,5,4,2,1,4,5,3,5,2,3,4,5,2,3,3,3,1, ,3,4,4,3,5,1,2,4,2,2,2,4,3,3,1,3,2, , , ,2, , ,2,2,2,3,4,4,2,3,2,2,4,3,3,2,1,2,3,2,2,4,3,5,4,4,3,3,2,5,4,4,3,2,3,3,4,2,2,2,2,2,2,2,2,2, ,2,3,건설현장의 감소로 수요가 적어짐,3,3,3,2,6,4,7,3,3,9,6,3,7,1,50,2,인문,1,1,1,40,2700,2000, ,706001
32866,3,3,4,5,4,2,4,4,2,2,4,2,3,3,4,5,4,5,4,5,3,3,3,3,4,4,4,5,4,5,4,5,4,4,3,3,4,4,4,4,4,4,4,4,4,3,3,2,2,2,4,5,2,2,2,2,2,2,3,2,4,5,3,3,2,2,2,2,2,2,2,2,3,3,2,2,3,3,4,5,3,4,3,4,3,4,4,5,4,4,4,3,4,2,3,4,2,3,4,3,4,17,1,2,1,사회복지사, , ,1,3,"노인생활지도,복지서비스",6,3,4,4,4,3,4,2,3,3,4,4,4,3,4,4,3,4,4,4,3,3,3,4,5,3,5,2,3,5,4,4,2,4,4,2,2,2,2,2,2,2,2,2, ,1,4,노인인구 증가,1,3,3,2,9,8,9,8,9,2,2,3,8,2,42,3,사회복지,1,1,1,40,2400,2000, ,232901
